Oldrand 4 MSBs,Oldrand 4 LSBs,Von-Neumann,Mesrene-Twister,AES
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
0.250536,1.000000,0.000000,0.159650,0.453255
